bin_center,background
111.0,0.15842360258102417
113.0,0.22799211740493774
115.0,0.23824818432331085
117.0,0.27190715074539185
119.0,0.27090486884117126
121.0,0.30109792947769165
123.0,0.3264521062374115
125.0,0.3621879518032074
127.0,0.3963691294193268
129.0,0.3458329141139984
131.0,0.4158811867237091
133.0,0.39293432235717773
135.0,0.4265837073326111
137.0,0.43936318159103394
139.0,0.375667542219162
